Order Date,Delivery Date,Customer Name,CustomerID,City,Country,Country Code, Cost,Sales,Quantity,Discount,Delivery Cost,MenuID,Course Name,Cuisine Name,Starter Name,Desert Name,Drink,Sides
14/10/2021,21/02/2021,Veronique Caramuscia,569,Kastrat,Albania,AL,52.08,78.12,3,67.77,31.43,20,Pizza,Italian,Flatbread,Cheesecake,Italian Coffee,Bruschetta
09/12/2022,01/07/2022,Alaric Thaw,653,Uppsala,Sweden,SE,83.99,125.99,3,35.44,82.93,21,Carbonara,Turkish,Minestrone,Affogato,Roma Red wine,Focaccia
01/10/2020,15/12/2020,Ingamar Forker,214,Niedercorn,Luxembourg,LU,69.38,104.07,2,31.2,40.99,22,Kabasa,Greek,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
12/02/2020,07/01/2020,Freida Nannizzi,794,Andrushivka,Ukraine,UA,119.8,179.7,1,61.49,66.59,23,Shwarma,Italian,Falafel,Baklava,Turkish Coffee,Fries
19/09/2021,01/10/2020,Aurie Unthank,105,Buga,Mongolia,MN,125,187.5,2,91.14,83.75,24,Greek salad,Italian,Hummus,Greek yoghurt,Athens White wine,Tapas
27/09/2022,01/06/2021,Sayer Goudman,992,Juazeiro do Norte,Brazil,BR,235,352.5,3,97.48,54.94,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
08/02/2020,07/11/2021,Ash Lodford,564,Yuejin,China,CN,75,112.5,2,68.89,13.06,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
03/08/2019,22/06/2020,Chaddy Mangeney,993,Zamora,Honduras,HN,220,330,1,47.84,87.07,32,Carbonara,Italian,Flatbread,Affogato,Roma Red wine,Focaccia
14/11/2022,12/06/2021,Cullie McBrady,431,Boavista,Portugal,PT,320,480,3,94.76,97.23,33,Kabasa,Italian,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
14/09/2019,09/09/2021,Mack Fabri,932,Tarariras,Uruguay,UY,210,315,3,20,75.28,34,Shwarma,Turkish,Tomato bread,Baklava,Turkish Coffee,Fries
24/11/2019,30/11/2019,Christen Jedrachowicz,168,Bergville,South Africa,ZA,310,465,2,15,99.83,35,Greek salad,Greek,Falafel,Greek yoghurt,Athens White wine,Tapas
07/05/2021,28/08/2022,Eleonore Stitcher,967,Nancheng,China,CN,225,337.5,1,10.52,50.71,36,Bean soup,Italian,Hummus,Ice cream,Corfu Red Wine,Potato salad
04/08/2019,05/01/2020,Staci Coppens,749,Waiwukak,Indonesia,ID,190,285,2,11.23,47.73,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
26/06/2021,14/05/2022,Maible Dalgarno,397,Shuikou,China,CN,98,147,3,51.05,67.7,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
26/05/2022,11/05/2020,Viviyan Lantiff,107,Simod,Philippines,PH,168.27,252.41,2,89.84,47.71,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
26/11/2020,28/06/2020,Gerta Hehir,364,Bel Air Rivière Sèche,Mauritius,MU,124.62,186.93,1,17.4,43.53,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
30/09/2020,10/05/2022,Lynsey Ludlamme,148,Luyang,China,CN,144.09,216.14,3,91.41,2.09,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
14/02/2022,05/03/2020,Kariotta Core,829,Kusheriki,Nigeria,NG,101.6,152.4,3,9.71,20.84,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
22/12/2019,18/08/2020,Carena Nucator,543,San Juan de Manapiare,Venezuela,VE,93.13,139.7,2,80.34,57.71,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
24/10/2021,11/11/2022,Windham Meekin,864,Sidonganti,Indonesia,ID,44.57,66.86,1,54.08,59.75,32,Carbonara,Italian,Flatbread,Affogato,Roma Red wine,Focaccia
20/12/2019,26/09/2022,Kipp Coulling,99,Azenhas do Mar,Portugal,PT,91.84,137.76,2,98.01,8.28,33,Kabasa,Italian,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
29/04/2021,08/11/2020,Alida Dumphy,220,Bagong Pagasa,Philippines,PH,133.17,199.76,3,99.24,27,34,Shwarma,Turkish,Tomato bread,Baklava,Turkish Coffee,Fries
11/06/2020,18/08/2020,Perrine Scalera,588,Temorlorong,Indonesia,ID,52.08,78.12,2,30,75.64,35,Greek salad,Greek,Falafel,Greek yoghurt,Athens White wine,Tapas
14/03/2021,04/06/2021,Ezequiel Cunniff,306,Lubień Kujawski,Poland,PL,83.99,125.99,1,37.04,89.82,36,Bean soup,Italian,Hummus,Ice cream,Corfu Red Wine,Potato salad
15/09/2021,02/08/2021,Sully Cunney,721,Dowr-e Rabāţ,Afghanistan,AF,69.38,104.07,3,24,8.47,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
21/05/2021,26/03/2020,Clevey Garfit,402,Daegu,South Korea,KR,119.8,179.7,3,10,8.53,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
16/08/2020,06/04/2020,Berne Banbury,677,Khuzhir,Russia,RU,125,187.5,2,53.53,55.7,44,Kabasa,Greek,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
08/04/2021,16/02/2022,Nessie Wheal,24,Gucheng,China,CN,235,352.5,1,23,24.89,45,Shwarma,Italian,Minestrone,Baklava,Turkish Coffee,Fries
24/10/2020,19/03/2020,Manolo Russ,551,Kroya,Indonesia,ID,75,112.5,2,73.09,2.7,46,Greek salad,Italian,Tomato bread,Greek yoghurt,Athens White wine,Tapas
24/02/2021,07/08/2020,Mureil Codman,950,Figueiredo,Portugal,PT,220,330,3,20.33,78.44,47,Bean soup,Turkish,Falafel,Ice cream,Corfu Red Wine,Potato salad
26/08/2019,22/12/2020,Bradford Rafe,1,Koungheul,Senegal,SN,320,480,2,9.12,36.42,48,Pizza,Greek,Hummus,Cheesecake,Italian Coffee,Bruschetta
14/07/2020,15/10/2022,Esra Mc Meekan,769,Heshan,China,CN,210,315,1,67.77,23.52,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
15/07/2020,06/04/2020,Web O'Howbane,994,Igreja,Portugal,PT,310,465,3,35.44,63.96,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
05/03/2020,10/12/2020,Jordan Donner,718,Vila Fria,Portugal,PT,225,337.5,3,31.2,41.62,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
07/06/2022,13/12/2019,Yorgos BoHlingolsen,902,Figueira dos Cavaleiros,Portugal,PT,190,285,2,61.49,50.37,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
10/09/2021,07/10/2020,Onfroi Kornyakov,628,Bongao,Philippines,PH,98,147,1,91.14,13.54,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
22/09/2020,23/01/2022,Aubine Chardin,22,Pasian,Philippines,PH,168.27,252.41,2,97.48,97.28,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
22/09/2020,09/11/2020,Hana Livesay,853,Wutong,China,CN,124.62,186.93,3,68.89,72.25,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
05/08/2020,17/11/2022,Cristabel Nutty,740,Yudaikelike,China,CN,144.09,216.14,2,47.84,74.83,44,Kabasa,Greek,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
06/01/2020,11/12/2022,Abigail Struis,108,Mahekou,China,CN,101.6,152.4,1,94.76,21.16,45,Shwarma,Italian,Minestrone,Baklava,Turkish Coffee,Fries
01/08/2020,05/11/2022,Cirillo Creamen,109,Yanghuxiang,China,CN,93.13,139.7,3,20,73.19,46,Greek salad,Italian,Tomato bread,Greek yoghurt,Athens White wine,Tapas
26/04/2020,17/04/2021,Jozef Godson,377,Forquilhinha,Brazil,BR,44.57,66.86,3,15,80.5,47,Bean soup,Turkish,Falafel,Ice cream,Corfu Red Wine,Potato salad
01/11/2020,28/07/2021,Tabbie Conboy,554,Corrientes,Argentina,AR,91.84,137.76,2,10.52,45.69,48,Pizza,Greek,Hummus,Cheesecake,Italian Coffee,Bruschetta
03/06/2022,12/11/2020,Roth Cousans,726,Rijau,Nigeria,NG,133.17,199.76,1,11.23,80.16,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
10/12/2020,13/11/2022,Dene Dawby,587,Laborie,Saint Lucia,LC,52.08,78.12,2,51.05,28.26,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
02/04/2022,03/06/2022,Kally Biers,671,El Jícaro,Guatemala,GT,83.99,125.99,3,89.84,52.61,56,Shwarma,Turkish,Flatbread,Baklava,Turkish Coffee,Fries
20/11/2019,01/12/2020,Garek Gearty,427,Nara-shi,Japan,JP,69.38,104.07,2,17.4,8.32,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
17/08/2021,19/07/2022,Ulick Tebboth,231,Boguchar,Russia,RU,119.8,179.7,1,91.41,45.1,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
27/02/2022,19/12/2019,Merwin Pikhno,514,Reno,United States,US,125,187.5,3,9.71,14.8,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
25/10/2019,09/06/2021,Silas Asson,4,Hupalivka,Ukraine,UA,235,352.5,3,80.34,21.93,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
26/07/2020,04/01/2021,Pierson Baal,868,Nansheng,China,CN,75,112.5,2,54.08,96.46,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
15/12/2020,13/08/2020,Reta Leipoldt,631,Cibangun Tengah,Indonesia,ID,220,330,1,98.01,30.53,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
13/01/2020,15/10/2019,Joline Cancelier,723,Saint-Claude,France,FR,320,480,2,99.24,2.32,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
18/07/2022,04/02/2021,Sheffield Turbitt,685,Motegi,Japan,JP,210,315,3,30,32.21,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
23/06/2021,02/09/2021,Giustina Thorne,944,Juḩr ad Dīk,Palestinian Territory,PS,310,465,2,37.04,99.85,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
23/06/2020,24/03/2020,Gallagher Benyon,131,Hengli,China,CN,225,337.5,1,24,39.92,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
19/06/2020,12/05/2020,Sabra Corry,693,Takikawa,Japan,JP,190,285,3,10,49.17,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
05/07/2021,26/01/2020,Charline Windrus,931,Huangzhan,China,CN,98,147,3,53.53,48.07,56,Shwarma,Turkish,Flatbread,Baklava,Turkish Coffee,Fries
03/10/2020,13/08/2020,Webster Lomax,88,Batelov,Czech Republic,CZ,168.27,252.41,2,23,40,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
13/10/2022,18/09/2021,Vincent Boarer,900,Kastsyukovichy,Belarus,BY,124.62,186.93,1,73.09,37.08,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
28/01/2021,18/10/2022,Dietrich Feetham,369,Manhiça,Mozambique,MZ,144.09,216.14,2,20.33,97.27,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
21/06/2022,18/06/2020,Charita Bosworth,961,Pisz,Poland,PL,101.6,152.4,3,9.12,94.01,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
23/01/2022,17/06/2022,Basil Slarke,750,Mamonovo,Russia,RU,93.13,139.7,2,67.77,24.21,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
23/11/2019,10/05/2021,Dicky Van der Son,917,Nizhnyaya Omka,Russia,RU,44.57,66.86,1,35.44,67.14,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
21/12/2019,10/04/2020,Kali Avis,797,Rodotópi,Greece,GR,91.84,137.76,3,31.2,77.04,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
05/08/2021,12/04/2021,Zebedee Spafford,903,Pasirmukti,Indonesia,ID,133.17,199.76,3,61.49,53.91,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
31/05/2021,15/10/2019,Alexandr McGill,282,Miliangju,China,CN,52.08,78.12,2,91.14,82.12,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
13/11/2019,06/02/2020,Lulu Hastin,386,Sandaoba,China,CN,83.99,125.99,1,97.48,81.13,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
09/02/2021,23/07/2020,Ardenia Lobb,867,Muzhijie,China,CN,69.38,104.07,2,68.89,34.47,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
29/11/2020,09/02/2020,Cissy Blondelle,26,Zhukovskiy,Russia,RU,119.8,179.7,3,47.84,94.12,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
17/09/2022,24/03/2022,Jill O'Sirin,5,Shiogama,Japan,JP,125,187.5,2,94.76,60.59,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
02/10/2021,18/02/2021,Tommi Durham,634,Kertorejo,Indonesia,ID,235,352.5,1,20,95.67,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
04/06/2021,08/04/2020,Adham Heyns,804,Bila Tserkva,Ukraine,UA,75,112.5,3,15,98.8,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
04/12/2022,02/10/2021,Shandeigh Andreas,347,Silveiros,Portugal,PT,220,330,3,10.52,1.11,65,Carbonara,Turkish,Falafel,Affogato,Roma Red wine,Focaccia
21/10/2019,09/04/2020,Ram Chaudhry,344,Lüderitz,Namibia,NA,320,480,2,11.23,34.25,66,Kabasa,Greek,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
18/06/2021,27/02/2021,Mattie Winyard,123,Baitian,China,CN,210,315,1,51.05,90.73,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
22/04/2020,05/07/2021,Forester Buxcey,566,Biguaçu,Brazil,BR,310,465,2,89.84,68.1,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
05/05/2022,27/12/2022,Crysta Garratty,552,Tambong,Philippines,PH,225,337.5,3,17.4,26.88,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
09/03/2020,24/05/2022,Waylan Grieve,999,Lang,China,CN,190,285,2,91.41,81.75,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
12/04/2022,18/04/2021,Ermina Kitter,463,Dongzaogang,China,CN,98,147,1,9.71,34.11,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
28/06/2020,13/02/2021,Raymond Cranage,534,Tebluru,Indonesia,ID,168.27,252.41,3,80.34,40.64,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
07/01/2021,21/03/2022,Kore Smurfit,293,Gedangan,Indonesia,ID,124.62,186.93,3,54.08,42.55,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
30/09/2020,11/08/2020,Desdemona Dobbinson,149,Zaozerne,Ukraine,UA,144.09,216.14,2,98.01,27.72,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
01/11/2019,29/01/2022,Elora Eliesco,18,Chişinău,Moldova,MD,101.6,152.4,1,99.24,76.57,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
09/05/2020,04/11/2020,Annaliese Cowill,976,Matagalpa,Nicaragua,NI,93.13,139.7,2,30,52.89,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
07/07/2022,21/08/2020,Nadean Elves,904,Pardubice,Czech Republic,CZ,44.57,66.86,3,37.04,33.88,4,Carbonara,Turkish,Tomato bread,Affogato,Roma Red wine,Focaccia
19/06/2021,16/08/2021,Burgess Hancill,471,Mananjary,Madagascar,MG,91.84,137.76,2,24,51.49,5,Kabasa,Greek,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
26/10/2022,02/10/2021,Alvan Winspare,317,Bayanaūyl,Kazakhstan,KZ,133.17,199.76,1,10,40.12,6,Shwarma,Italian,Hummus,Baklava,Turkish Coffee,Fries
24/03/2021,17/01/2021,Ethelbert Cordeux,977,Kittilä,Finland,FI,52.08,78.12,3,53.53,79.15,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
24/11/2021,22/12/2020,Gilberta Sabberton,321,El Rincón,Panama,PA,83.99,125.99,3,23,76.19,8,Bean soup,Turkish,Flatbread,Ice cream,Corfu Red Wine,Potato salad
23/07/2022,19/08/2020,Reginauld Kelemen,328,Paris 01,France,FR,69.38,104.07,2,73.09,88.95,9,Pizza,Greek,Minestrone,Cheesecake,Italian Coffee,Bruschetta
19/06/2021,17/12/2020,Merrill Sawford,136,Nggambel,Indonesia,ID,119.8,179.7,1,20.33,38.71,10,Carbonara,Italian,Tomato bread,Affogato,Roma Red wine,Focaccia
28/03/2020,15/08/2021,Jackelyn Jacox,612,Biga,Philippines,PH,125,187.5,2,9.12,95.04,11,Kabasa,Italian,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
30/09/2020,15/04/2022,Rene Garn,150,Ngora,Uganda,UG,235,352.5,3,67.77,14.62,12,Shwarma,Turkish,Hummus,Baklava,Turkish Coffee,Fries
14/03/2022,20/10/2020,Araldo Gutman,759,Gunziying,China,CN,75,112.5,2,35.44,97.35,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
02/03/2022,19/02/2021,Stewart Keppe,621,Salzburg,Austria,AT,220,330,1,31.2,72.19,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
19/02/2021,15/11/2021,Fidelity Banham,674,Thap Than,Thailand,TH,320,480,3,61.49,32.18,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
25/07/2021,04/04/2021,Zorana Diggin,55,Baidian,China,CN,210,315,3,91.14,84.32,4,Carbonara,Turkish,Tomato bread,Affogato,Roma Red wine,Focaccia
28/11/2020,17/09/2022,Grenville Bottomore,451,Siliana,Tunisia,TN,310,465,2,97.48,16.43,5,Kabasa,Greek,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
27/08/2020,14/10/2020,Julina Di Franceschi,558,Liangkou,China,CN,225,337.5,1,68.89,29.68,6,Shwarma,Italian,Hummus,Baklava,Turkish Coffee,Fries
24/08/2022,31/05/2022,Natty Murt,163,Nyamanari,Gambia,GM,190,285,2,47.84,17.98,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
11/06/2022,22/03/2020,Phillipe Ropartz,323,Lukunor,Micronesia,FM,98,147,3,94.76,63.49,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
25/03/2021,09/02/2021,Douglas O' Cloney,713,Buracan,Philippines,PH,168.27,252.41,2,20,22.11,14,Pizza,Greek,Flatbread,Cheesecake,Italian Coffee,Bruschetta
04/07/2020,08/01/2020,Adrianne Freeland,15,Saint-Leu-la-Forêt,France,FR,124.62,186.93,1,15,11.59,15,Carbonara,Italian,Minestrone,Affogato,Roma Red wine,Focaccia
15/06/2020,08/11/2020,Maisie Matyushkin,435,Zhenlong,China,CN,144.09,216.14,3,10.52,21.36,16,Kabasa,Italian,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
29/04/2021,26/01/2022,Lew Allot,285,Quinta da Courela,Portugal,PT,101.6,152.4,3,11.23,79.73,17,Shwarma,Turkish,Falafel,Baklava,Turkish Coffee,Fries
11/02/2021,06/11/2022,Fairfax Seniour,910,Destrnik,Slovenia,SI,93.13,139.7,2,51.05,15.22,18,Greek salad,Greek,Hummus,Greek yoghurt,Athens White wine,Tapas
08/08/2022,20/08/2021,Vania Gilding,591,Coronel Vivida,Brazil,BR,44.57,66.86,1,89.84,65.41,19,Bean soup,Italian,Olives,Ice cream,Corfu Red Wine,Potato salad
14/07/2021,23/10/2022,Aime Ferry,937,Sacramento,United States,US,91.84,137.76,2,17.4,2.73,20,Pizza,Italian,Flatbread,Cheesecake,Italian Coffee,Bruschetta
08/01/2022,24/12/2019,Waldo Tomkiss,265,Loivos,Portugal,PT,133.17,199.76,3,91.41,23.13,21,Carbonara,Turkish,Minestrone,Affogato,Roma Red wine,Focaccia
18/08/2019,01/04/2022,Ely Doodson,577,Xiaji,China,CN,52.08,78.12,2,9.71,1.29,22,Kabasa,Greek,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
17/06/2022,24/03/2021,Cate Pagitt,887,Cancas,Peru,PE,83.99,125.99,1,80.34,95.47,23,Shwarma,Italian,Falafel,Baklava,Turkish Coffee,Fries
29/06/2022,21/06/2020,Johnette Haitlie,160,Biankouma,Ivory Coast,CI,69.38,104.07,3,54.08,68.15,24,Greek salad,Italian,Hummus,Greek yoghurt,Athens White wine,Tapas
20/02/2021,01/07/2020,Aldric Jerman,757,Longtian,China,CN,119.8,179.7,3,98.01,67.86,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
07/02/2022,25/04/2021,Maybelle Bellows,521,Viking,Canada,CA,125,187.5,2,99.24,75.78,14,Pizza,Greek,Flatbread,Cheesecake,Italian Coffee,Bruschetta
27/07/2019,20/04/2022,Merlina Lermit,814,Allentown,United States,US,235,352.5,1,30,37.47,15,Carbonara,Italian,Minestrone,Affogato,Roma Red wine,Focaccia
02/11/2021,18/02/2021,Livvyy Grombridge,91,Aracruz,Brazil,BR,75,112.5,2,37.04,71.27,16,Kabasa,Italian,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
07/11/2022,07/09/2022,Tibold MacGorley,464,Waiklibang,Indonesia,ID,220,330,3,24,9.14,17,Shwarma,Turkish,Falafel,Baklava,Turkish Coffee,Fries
27/09/2020,29/01/2022,Madelin Giacomi,254,Marmashen,Armenia,AM,320,480,2,10,23.55,18,Greek salad,Greek,Hummus,Greek yoghurt,Athens White wine,Tapas
08/07/2020,14/11/2019,Arnie Jay,455,Ulimonong,Indonesia,ID,210,315,1,53.53,49.99,19,Bean soup,Italian,Olives,Ice cream,Corfu Red Wine,Potato salad
30/09/2019,28/11/2019,Berenice Marples,774,Krasnyy Luch,Ukraine,UA,310,465,3,23,69.3,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
04/06/2020,12/12/2022,Marys Offen,720,Oberá,Argentina,AR,225,337.5,3,73.09,45.19,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
13/01/2021,10/08/2020,Dacey Witherden,927,General José de San Martín,Argentina,AR,190,285,2,20.33,95.17,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
20/05/2020,01/10/2022,Chloette Pyke,606,Hexing,China,CN,98,147,1,9.12,12.29,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
11/08/2020,23/03/2021,Kameko Cockton,915,Bang Rak,Thailand,TH,168.27,252.41,2,67.77,71.09,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
04/07/2020,26/04/2022,Rayner Lukianovich,252,Dampit,Indonesia,ID,124.62,186.93,3,35.44,2.96,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
29/05/2020,04/02/2022,Donella Tomasini,399,Tromsø,Norway,NO,144.09,216.14,2,31.2,12.42,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
24/11/2022,22/01/2022,Dennison Qusklay,778,Mont-de-Marsan,France,FR,101.6,152.4,1,61.49,28.42,32,Carbonara,Italian,Flatbread,Affogato,Roma Red wine,Focaccia
13/06/2021,15/07/2022,Orel Gawthrope,327,Ḩawsh ‘Īsá,Egypt,EG,93.13,139.7,3,91.14,48.27,33,Kabasa,Italian,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
23/01/2021,16/09/2021,Harriett O'Sirin,367,Aveiras de Cima,Portugal,PT,44.57,66.86,3,97.48,15.31,34,Shwarma,Turkish,Tomato bread,Baklava,Turkish Coffee,Fries
22/02/2020,01/06/2020,Mona Rudwell,158,Obiaruku Quarters,Nigeria,NG,91.84,137.76,2,68.89,53.96,35,Greek salad,Greek,Falafel,Greek yoghurt,Athens White wine,Tapas
09/01/2022,05/06/2020,Britta Barday,200,Mersam,Indonesia,ID,133.17,199.76,1,47.84,63.3,36,Bean soup,Italian,Hummus,Ice cream,Corfu Red Wine,Potato salad
01/05/2022,20/03/2020,Zita Coldbath,139,Zala,China,CN,52.08,78.12,2,94.76,69.98,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
01/01/2020,24/08/2021,Phillis Denley,675,Lawonda,Indonesia,ID,83.99,125.99,3,20,5.11,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
09/08/2020,11/11/2022,Sandor Barradell,751,Cangkreng,Indonesia,ID,69.38,104.07,2,15,2.44,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
12/11/2020,11/12/2022,Rowena Santori,668,Kłomnice,Poland,PL,119.8,179.7,1,10.52,88.13,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
29/07/2021,05/06/2022,Licha Verden,865,Manaus,Brazil,BR,125,187.5,3,11.23,45.1,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
03/10/2019,27/04/2021,Anabelle Dominelli,971,Kalávryta,Greece,GR,235,352.5,3,51.05,82.69,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
29/07/2020,15/01/2020,Philomena Petracchi,61,Sosnovka,Russia,RU,75,112.5,2,89.84,83.03,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
25/04/2020,17/11/2022,Annaliese Brunsden,261,Düsseldorf,Germany,DE,220,330,1,17.4,84.78,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
22/06/2022,30/12/2021,Kym Lepard,345,Vales,Portugal,PT,320,480,2,91.41,31.42,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
11/09/2021,30/05/2021,Haily Izakoff,380,Villiers,South Africa,ZA,210,315,3,9.71,62.45,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
11/09/2020,05/12/2021,Junie Older,869,Shīrvān,Iran,IR,310,465,2,80.34,87.14,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
30/05/2021,30/12/2021,Currie Fidell,676,Kasangulu,Democratic Republic of the Congo,CD,225,337.5,1,54.08,7.61,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
25/04/2020,11/12/2020,Estele Schultze,575,Tisul’,Russia,RU,190,285,3,98.01,35.76,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
21/03/2021,28/03/2022,Ber Dillet,590,Trinity Ville,Jamaica,JM,98,147,3,99.24,80.41,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
27/09/2022,19/07/2021,Merill Leyninye,348,Ustrzyki Dolne,Poland,PL,168.27,252.41,2,30,54.17,44,Kabasa,Greek,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
